game_number,category_number,value,category,answer,question,air_date,,,,,,,,,,
318,1980,0,10-LETTER COUNTRIES,This grand duchy is actually smaller than the same-named Belgian province it borders,Luxembourg,1998-11-16,,,,,,,,,,
318,1981,0,COMPLETES THE BOOK TITLE,"Khaled Hosseini: ""The ____ Runner\""",The Kite Runner,2013-02-05,,,,,,,,,,
318,1981,0,COMPLETES THE BOOK TITLE,"Lois Lowry: ""Number the ____\""",Stars,2013-02-05,,,,,,,,,,
318,1981,0,COMPLETES THE BOOK TITLE,"Kurt Vonnegut: ""The Sirens of ____\""",Titan,2013-02-05,,,,,,,,,,
318,1981,0,COMPLETES THE BOOK TITLE,"Jean Rhys: ""Wide Sargasso ____\""",Sea,2013-02-05,,,,,,,,,,
318,1981,0,COMPLETES THE BOOK TITLE,"Douglas Adams: ""The ____ at the End of the Universe\""",Restaurant,2013-02-05,,,,,,,,,,
318,1982,0,FAMOUS LATINOS & LATINAS,"From the Bronx projects & Princeton, she joined the Supreme Court in 2009",Sotomayor,2009-11-06,,,,,,,,,,
318,1982,0,FAMOUS LATINOS & LATINAS,"Artist Fernando Botero once attended a school for this bloody sport & his ""Picador"" shows a participant",bullfighting,2009-11-06,,,,,,,,,,
318,1982,0,FAMOUS LATINOS & LATINAS,"The mayor of L.A. was born Antonio Villar, but lengthened his name when hs married a woman named this",Raigosa,2009-11-06,,,,,,,,,,
318,1982,0,FAMOUS LATINOS & LATINAS,"Univision host Raul De Molina, aka ""El Gordo"", meaning this, is the author of ""La Dieta del Gordo\""",fat,2009-11-06,,,,,,,,,,
318,1982,0,FAMOUS LATINOS & LATINAS,"Margarita Engle is the first Hispanic Newbery honoree, for a book on this island's fight for freedom from Spain",Cuba,2009-11-06,,,,,,,,,,
319,1983,0,CARD GAMES,Get your aces up top 7 try to unlock the deck in the Klondike version of this single-player game,Solitaire,2007-02-09,,,,,,,,,,
319,1983,0,CARD GAMES,"In this card game named after a suit, if you get stuck with the queen of spades, it's 13 penalty points",hearts,2007-02-09,,,,,,,,,,
319,1983,0,CARD GAMES,"This game has the same name as a Spanish number, which you must yell once you get down to one card left",Uno,2007-02-09,,,,,,,,,,
319,1983,0,CARD GAMES,"A dramatic piece of reportage on this card game said, ""South could cash his last trump, pitching a club from dummy...\""",bridge,2007-02-09,,,,,,,,,,
319,1983,0,CARD GAMES,"Also a nickname for our ex-Secretary of Defense, this card game comes in tonk & gin varieties",rummy,2007-02-09,,,,,,,,,,
319,1984,0,SOMETHING'S FISHY HERE,There are brook & rainbow species of this fish,trout,2004-02-16,,,,,,,,,,
319,1984,0,SOMETHING'S FISHY HERE,The state fish of Georgia is the largemouth type of this fish,a bass,2004-02-16,,,,,,,,,,
319,1984,0,SOMETHING'S FISHY HERE,"On the thresher variety of this fish, its tail is as long as the rest of its body",a shark,2004-02-16,,,,,,,,,,
319,1984,0,SOMETHING'S FISHY HERE,"This ""funny"" fish lives unharmed among a sea anemone's poisonous tentacles",a clownfish,2004-02-16,,,,,,,,,,
319,1984,0,SOMETHING'S FISHY HERE,"This marlin relative named for its large, long-rayed dorsal fin can cruise underwater at up to 50 knots",a sailfish,2004-02-16,,,,,,,,,,
319,1985,0,the small screen,"In the 1997 series based on this Jean-Claude Van Damme film, police in 2007 keep history on track",Timecop,1997-11-06,,,,,,,,,,
319,1985,0,the small screen,"In the Showtime series based on this 1994 film, Richard Dean Anderson picks up where Kurt Russell left off",Stargate,1997-11-06,,,,,,,,,,
319,1985,0,the small screen,"Until this pair, never before had a big screen meerkat & warthog been given their own TV series",Timon & Pumbaa,1997-11-06,,,,,,,,,,
319,1985,0,the small screen,This ABC teen series totally up'n moved to UPN in 1997,Clueless,1997-11-06,,,,,,,,,,
319,1985,0,the small screen,This 1980 film about a high school for the performing arts has inspired 2 TV series,Fame,1997-11-06,,,,,,,,,,
319,1986,0,seventeen.,"Cover stories in July 1997 included ""Celeb Trauma-Rama"" & ""How To Deal"" with this when it's ""Frizzy\""",Hair,1997-11-07,,,,,,,,,,
319,1986,0,seventeen.,"As 1 in 7 girls don't get enough of this mineral, Seventeen recommends they eat potatoes with skins",iron,1997-11-07,,,,,,,,,,
319,1986,0,seventeen.,"We found this ""Growing Pains"" & ""Marvin's Room"" star in every issue from February to July 1997",Leonardo DiCaprio,1997-11-07,,,,,,,,,,
319,1986,0,seventeen.,"Seventeen thinks these ""look really cool"" & there's no need to fade them, but you can blend them with makeup",freckles,1997-11-07,,,,,,,,,,
319,1986,0,seventeen.,Seventeen's readers' least favorite commercial for 1997 was for this fresh mint,Mentos,1997-11-07,,,,,,,,,,
319,1987,0,BIBLE BELTS,"In the Sermon on the Mount, Jesus says that if someone ""smiteth"" you here, ""offer also the other\""",the cheek,2007-07-27,,,,,,,,,,
319,1987,0,BIBLE BELTS,"In Numbers 20, after the Israelites complained, Moses smote this object twice & water came out",the rock,2007-07-27,,,,,,,,,,
319,1987,0,BIBLE BELTS,"After striking down his brother in Genesis, this man said, ""My punishment is greater than I can bear\""",Cain,2007-07-27,,,,,,,,,,
319,1987,0,BIBLE BELTS,"In an O.T. book named for Moses' successor, this man smites the Gibeonites, the Hebronites & the Eglonites",Joshua,2007-07-27,,,,,,,,,,
319,1987,0,BIBLE BELTS,"In Judges, Samson whomped on 1,000 Philistines with this part of an ass",its jawbone,2007-07-27,,,,,,,,,,
319,1988,0,AT THE KENNEDY CENTER,Can you hear me?  This rock opera by The Who was a big hit at the Kennedy Center in 1994,Tommy,1997-11-10,,,,,,,,,,
319,1988,0,AT THE KENNEDY CENTER,"In 1995 Luigi Bonino starred in a ballet about this ""Little Tramp"" of silent films",Charlie Chaplin,1997-11-10,,,,,,,,,,
319,1988,0,AT THE KENNEDY CENTER,This president's 1972 visit to China inspired an opera that played at the Kennedy Center in 1988,Richard Nixon,1997-11-10,,,,,,,,,,
319,1988,0,AT THE KENNEDY CENTER,"Every December, the Kennedy Center invites the public to a free sing-along of this composer's ""Messiah\""",G.F. Handel,1997-11-10,,,,,,,,,,
319,1988,0,AT THE KENNEDY CENTER,A 1994 festival honoring this country featured the Tjapukai Aboriginal Dance Company,Australia,1997-11-10,,,,,,,,,,
320,1989,0,ESTATE QUARTERS,George Washington had the pine siding painted to look like mahogany at this estate,Mount Vernon,2006-02-15,,,,,,,,,,
320,1989,0,ESTATE QUARTERS,Thomas Jefferson installed unique double doors that opened & closed in tandem on this estate,Monticello,2006-02-15,,,,,,,,,,
320,1989,0,ESTATE QUARTERS,The North Room at Sagamore Hill estate displays this president's Rough Rider hat,Teddy Roosevelt,2006-02-15,,,,,,,,,,
320,1989,0,ESTATE QUARTERS,The tartan worn by the queen's piper is displayed at Balmoral Castle in this U.K. nation,Scotland,2006-02-15,,,,,,,,,,
320,1989,0,ESTATE QUARTERS,The treaty ending WWI was signed in the Hall of Mirrors on this French estate,Versailles,2006-02-15,,,,,,,,,,
320,1990,0,MULTIPLE CHOICE,"Of Mickey, Donald, or Goofy, the Disney character who usually doesn't wear a hat",Mickey,1987-02-17,,,,,,,,,,
320,1990,0,MULTIPLE CHOICE,"Of the 7 deadly sins, one which also means a group of lions",pride,1987-02-17,,,,,,,,,,
320,1990,0,MULTIPLE CHOICE,"Of the 50, it's the state with the highest zip code numbers",Alaska,1987-02-17,,,,,,,,,,
320,1990,0,MULTIPLE CHOICE,The only 1 of Elvis Presley's 107 Billboard Top 40 Hits whose title is an article of clothing,"\""Blue Suede Shoes\""",1987-02-17,,,,,,,,,,
320,1990,0,MULTIPLE CHOICE,"Among the numbered days in a calendar year, this 2-digit number appears the least often",31,1987-02-17,,,,,,,,,,
320,1991,0,STATE THE COLLEGE TEAM,"Gators, Seminoles",Florida,2005-01-26,,,,,,,,,,
320,1991,0,STATE THE COLLEGE TEAM,"Longhorns,  Aggies",Texas,2005-01-26,,,,,,,,,,
320,1991,0,STATE THE COLLEGE TEAM,"Wildcats, Sun Devils",Arizona,2005-01-26,,,,,,,,,,
320,1991,0,STATE THE COLLEGE TEAM,"Black Knights, Orangemen",New York,2005-01-26,,,,,,,,,,
320,1991,0,STATE THE COLLEGE TEAM,"Indians, Razorbacks",Arkansas,2005-01-26,,,,,,,,,,
320,1992,0,SEE TV,"\""Hillbilly Handfishin'"" & ""Dogs 101"" are shows on this channel",Animal Planet,2014-12-02,,,,,,,,,,
320,1992,0,SEE TV,"You'll get an ""A"" for effort knowing this Disney Channel title duo, a musician & a songwriter",Austin & Ally,2014-12-02,,,,,,,,,,
320,1992,0,SEE TV,Season 28 of this reality show took it to Cagayan in the Philippines--the Trebek has spoken,Survivor,2014-12-02,,,,,,,,,,
320,1992,0,SEE TV,Finn the human lost his arm on this cartoon that's set in the land of Ooo,Adventure Time,2014-12-02,,,,,,,,,,
320,1992,0,SEE TV,"\""Biography"" showed this Microsoft man's ""Life--From Child Prodigy to Harvard Dropout to Billiionaire\""",(Bill) Gates,2014-12-02,,,,,,,,,,
320,1993,0,"CROSSWORD CLUES 2nd LETTER ""U\""",Boy cow (4),bull,2001-05-09,,,,,,,,,,
320,1993,0,"CROSSWORD CLUES 2nd LETTER ""U\""",One may be vacuum or inner (4),tube,2001-05-09,,,,,,,,,,
320,1993,0,"CROSSWORD CLUES 2nd LETTER ""U\""",Pro baseball bench site (6),dugout,2001-05-09,,,,,,,,,,
320,1993,0,"CROSSWORD CLUES 2nd LETTER ""U\""",Greek geometry genius (6),Euclid,2001-05-09,,,,,,,,,,
320,1993,0,"CROSSWORD CLUES 2nd LETTER ""U\""","New Year's Eve song (4,4,4)","\""Auld Lang Syne\""",2001-05-09,,,,,,,,,,
320,1994,0,"\""EAK""!",A bird's bill,a beak,2003-09-22,,,,,,,,,,
320,1994,0,"\""EAK""!",An antonym of strong,weak,2003-09-22,,,,,,,,,,
320,1994,0,"\""EAK""!","A short, shrill sound made by a mouse or a hinge",squeak,2003-09-22,,,,,,,,,,
320,1994,0,"\""EAK""!","The pointed top of a mountain, or the mountain itself",peak,2003-09-22,,,,,,,,,,
320,1994,0,"\""EAK""!","Dismal & depressing, like the title ""house"" in a Dickens novel",bleak,2003-09-22,,,,,,,,,,
321,1995,0,HEADS OF STATE,"Shimon Peres, elected by the Knesset as the 9th president in 2007",Israel,2009-07-14,,,,,,,,,,
321,1995,0,HEADS OF STATE,"Akihito, the emperor whose reign is designated ""Heisei"", or ""achieving peace\""",Japan,2009-07-14,,,,,,,,,,
321,1995,0,HEADS OF STATE,"In Scandinavia, King Carl XVI Gustaf",Sweden,2009-07-14,,,,,,,,,,
321,1995,0,HEADS OF STATE,Hamid Karzai--we're fighting a war in his country,Afghanistan,2009-07-14,,,,,,,,,,
321,1995,0,HEADS OF STATE,Hugo Chavez--from Caracas he rules an oil-rich land,Venezuela,2009-07-14,,,,,,,,,,
321,1996,0,SHAKESPEARE'S CONTEMPORARIES,"Thomas Dekker's plays like ""The Shoemaker's Holiday"" portrayed daily life in this capital city",London,2019-06-24,,,,,,,,,,
321,1996,0,SHAKESPEARE'S CONTEMPORARIES,"Thomas Kyd's ""The Spanish Tragedy"" started a trend in plays about this need to get even; a character in it is even named that",revenge,2019-06-24,,,,,,,,,,
321,1996,0,SHAKESPEARE'S CONTEMPORARIES,"Michael Drayton's ""Since There's No Help, Come Let Us Kiss and Part"" is a pretty good one of these 14-line poems",a sonnet,2019-06-24,,,,,,,,,,
321,1996,0,SHAKESPEARE'S CONTEMPORARIES,"A Christopher Marlowe guy makes a deal he can't back out of, as he's written in blood, ""Faustus gives to thee"" this",soul,2019-06-24,,,,,,,,,,
321,1996,0,SHAKESPEARE'S CONTEMPORARIES,"The oldest existing English translation of a tragedy from this language is Jane Lumley's ""Iphigenia\""",Greek,2019-06-24,,,,,,,,,,
321,1997,0,ONLYS,"1 of only 3 universities in the United States whose name starts with ""Y\""",Yeshiva (or Yale or Youngstown State),1988-02-15,,,,,,,,,,
321,1997,0,ONLYS,"Of the 9 major planets in our solar system, only these are over 1 billion miles away from the sun","Pluto, Neptune & Uranus",1988-02-15,,,,,,,,,,
321,1997,0,ONLYS,"If you were born in June, you'll know this is the only birthstone that comes from an animal",pearl,1988-02-15,,,,,,,,,,
321,1997,0,ONLYS,The only U.S. state with a 1-syllable name,Maine,1988-02-15,,,,,,,,,,
321,1997,0,ONLYS,This novelist was the only one of the Bronte siblings to live past the age of 31,Charlotte,1988-02-15,,,,,,,,,,
321,1998,0,MUSIC OF TODAY,"We were ""Waiting On The World To Change"" when he got to perform ""Human Nature"" at Michael Jackson's memorial service",John Mayer,2009-11-12,,,,,,,,,,
321,1998,0,MUSIC OF TODAY,"This teen with ""Beautiful Eyes"" was motivated by her opera-singing granny but chose to sing country music",(Taylor) Swift,2009-11-12,,,,,,,,,,
321,1998,0,MUSIC OF TODAY,"Being a surfer helped this Hawaiian musician ""Sleep Through The Static\""",Jack Johnson,2009-11-12,,,,,,,,,,
321,1998,0,MUSIC OF TODAY,"\""Makes Me Wonder"" why this group needed a ""Wake Up Call"" after 5 years to release its second studio album",Maroon 5,2009-11-12,,,,,,,,,,
321,1998,0,MUSIC OF TODAY,"\""I Know You Want Me"" to call on you for the canine name of this Cuban-American rapper",Pitbull,2009-11-12,,,,,,,,,,
321,1999,0,NOTABLE AFRICAN AMERICANS,"(Sarah of the Clue Crew presents from Plymouth Church in Brooklyn, New York.) In February 1963, months before his ""I Have A Dream"" speech, he delivered an early version of the speech right here at Plymouth Church in Brooklyn to a packed congregation",Martin Luther King Jr.,2018-11-14,,,,,,,,,,
321,1999,0,NOTABLE AFRICAN AMERICANS,"Frank Petersen overcame fear of heights to be the Marine Corps' 1st black one of these, mastering the F-4 Phantom",a pilot,2018-11-14,,,,,,,,,,
321,1999,0,NOTABLE AFRICAN AMERICANS,"In 2018 a pres. pardon was given to Jack Johnson, a champion in this sport whose 1913 conviction had racial overtones",heavyweight boxing,2018-11-14,,,,,,,,,,
321,1999,0,NOTABLE AFRICAN AMERICANS,"The first African-American Secretary of State, he passed the baton to another, Condoleezza Rice",(Colin) Powell,2018-11-14,,,,,,,,,,
321,1999,0,NOTABLE AFRICAN AMERICANS,"Among this educator's many books is ""Up from Slavery"", his autobiography published in 1901",(Booker T.) Washington,2018-11-14,,,,,,,,,,
321,2000,0,NUCLEAR PHYSICS,More than 99.9% of an atom's mass is contained within this,nucleus,2003-02-14,,,,,,,,,,
321,2000,0,NUCLEAR PHYSICS,It's defined as the time required for 50% of the atoms of a radioactive substance to decay into another substance,half-life,2003-02-14,,,,,,,,,,
321,2000,0,NUCLEAR PHYSICS,"This elementary building block of matter comes in 6 types: down, up, bottom, top, strange & charm",quarks,2003-02-14,,,,,,,,,,
321,2000,0,NUCLEAR PHYSICS,This isotope of hydrogen is sometimes symbolized H-3,tritium,2003-02-14,,,,,,,,,,
321,2000,0,NUCLEAR PHYSICS,This particle has the same mass as an electron but with a positive charge equal to the electron's negative charge,a positron,2003-02-14,,,,,,,,,,
322,2001,0,TWILIGHT: THE NOVEL,"While Bella finds the smell of this nauseating, to the vampires, it's intoxicating",blood,2009-11-12,,,,,,,,,,
322,2001,0,TWILIGHT: THE NOVEL,"From Jacob Black, Bella learns that according to legend, the Quileute Indians are descended from these animals",wolves,2009-11-12,,,,,,,,,,
322,2001,0,TWILIGHT: THE NOVEL,"By researching the rainiest places in the U.S., Stephenie Meyer came up with this tiny town to set her story","Forks, Washington",2009-11-12,,,,,,,,,,
322,2001,0,TWILIGHT: THE NOVEL,"Edward, at least his name, was partly inspired by Edward Rochester in this author's ""Jane Eyre\""",Charlotte Bronte,2009-11-12,,,,,,,,,,
322,2001,0,TWILIGHT: THE NOVEL,"Driving home with Edward one day, Bella is surprised to hear him listening to this piece of music by Debussy","\""Clair De Lune\""",2009-11-12,,,,,,,,,,
322,2002,0,TOP MODELS,"Fit, Element, Civic",Honda,2007-02-16,,,,,,,,,,
322,2002,0,TOP MODELS,"Focus, Escape, Mustang",Ford,2007-02-16,,,,,,,,,,
322,2002,0,TOP MODELS,"Rabbit, Jetta, Touareg",Volkswagen,2007-02-16,,,,,,,,,,
322,2002,0,TOP MODELS,"HHR, Impala, Corvette",Chevrolet,2007-02-16,,,,,,,,,,
322,2002,0,TOP MODELS,"Sentra, Altima, Maxima",Nissan,2007-02-16,,,,,,,,,,
322,2003,0,_____ & _____,The only railroad on the traditional Monopoly board that fits this category,B&O,2007-02-16,,,,,,,,,,
322,2003,0,_____ & _____,"It's a tingling sensation caused by numbness; anticipating your response, we're on...",pins & needles,2007-02-16,,,,,,,,,,
322,2003,0,_____ & _____,"In Matthew, Jesus said God would be harder on cities rejecting the Gospel than he was on these 2 wicked cities",Sodom & Gomorrah,2007-02-16,,,,,,,,,,
322,2003,0,_____ & _____,An equivalent for Hell's punishment; the second part is a synonym for sulfur,fire & brimstone,2007-02-16,,,,,,,,,,
322,2003,0,_____ & _____,"Covert operations are sometimes referred to as this pair: one a piece of clothing, the other, a weapon",cloak & dagger,2007-02-16,,,,,,,,,,
322,2004,0,10-12 YEARS,Rat & monkey are just 2 of the animals in this most populous country's 12-year zodiac cycle,China,2010-07-08,,,,,,,,,,
322,2004,0,10-12 YEARS,The Oracle at Delphi told this Greek hero he had to perform labors for King Eurystheus for 12 years,Hercules,2010-07-08,,,,,,,,,,
322,2004,0,10-12 YEARS,"After Hidalgo's rebellion in 1810, this western hemisphere country fought 11 years for independence",Mexico,2010-07-08,,,,,,,,,,
322,2004,0,10-12 YEARS,"Taking 12 years to build, La Giralda is a minaret in Seville in this country",Spain,2010-07-08,,,,,,,,,,
322,2004,0,10-12 YEARS,"Noticed by Galileo in 1610, these on the sun wax & wane in 11-year cycles",sunspots,2010-07-08,,,,,,,,,,
322,2005,0,AGRICULTURE,"Eating pasta? Thank North Dakota, the USA's biggest producer of the durum type of this, which gives us semolina",wheat,2016-11-15,,,,,,,,,,
322,2005,0,AGRICULTURE,"Once considered unhealthy, this hog fat has made a comeback; it's high in Vitamin D",lard,2016-11-15,,,,,,,,,,
322,2005,0,AGRICULTURE,The hormone bovine somatotropin is used to increase the production of this,milk,2016-11-15,,,,,,,,,,
322,2005,0,AGRICULTURE,"Growers of this nut, the top crop of California's San Joaquin Valley, had no ""joy"" in being blamed for using too much water",almonds,2016-11-15,,,,,,,,,,
322,2005,0,AGRICULTURE,"On Angola's flag agricultural work is represented by this large, heavy knife with a Spanish name",a machete,2016-11-15,,,,,,,,,,
322,2006,0,CLIFF NOTES,"If you want to go to Lake Titicaca, you'll have to visit this mountain range",the Andes,2008-02-11,,,,,,,,,,
322,2006,0,CLIFF NOTES,This prehistoric monument on the Salisbury Plain is thought to be carved from stones of the Prescelly Mtns.,Stonehenge,2008-02-11,,,,,,,,,,
322,2006,0,CLIFF NOTES,A post office sits atop this mountain that straddles the Yamanashi-Shizuoka prefectural border,Mount Fuji,2008-02-11,,,,,,,,,,
322,2006,0,CLIFF NOTES,It's the alphanumeric alias for Mount Godwin-Austen,K2,2008-02-11,,,,,,,,,,
322,2006,0,CLIFF NOTES,Look in a book of maps & you might find this mountain range that extends from Tunisia to Morocco,the Atlas Mountains,2008-02-11,,,,,,,,,,
323,2007,0,"WORD ""PLAY\""",A recreation area containing seesaws & swings,a playground,2011-02-25,,,,,,,,,,
323,2007,0,"WORD ""PLAY\""",A game or series of games to decide a championship,a playoff,2011-02-25,,,,,,,,,,
323,2007,0,"WORD ""PLAY\""",A radio station's music catalog,the playlist,2011-02-25,,,,,,,,,,
323,2007,0,"WORD ""PLAY\""","No plan--we're just doing this, a phrase that originated with musicians who don't use sheet music",play it by ear,2011-02-25,,,,,,,,,,
323,2007,0,"WORD ""PLAY\""",The reproduction of a sound after it's been recorded,playback,2011-02-25,,,,,,,,,,
323,2008,0,CIVIL WAR SONGS,"This Southern anthem was first performed in 1859 in New York City, not in the land of cotton","\""Dixie\""",1999-11-10,,,,,,,,,,
323,2008,0,CIVIL WAR SONGS,"Mine eyes have seen that Julia Ward Howe wrote the words to this Union ""hymn\""","\""The Battle Hymn of the Republic\""",1999-11-10,,,,,,,,,,
323,2008,0,CIVIL WAR SONGS,"It's the actual legume referred to in ""Peas!  Peas!  Peas!  Peas! Eating Goober Peas\""",Peanuts,1999-11-10,,,,,,,,,,
323,2008,0,CIVIL WAR SONGS,"This ""War is Hell"" general is mentioned in the fourth stanza of ""Marching Through Georgia\""",William Tecumseh Sherman,1999-11-10,,,,,,,,,,
323,2008,0,CIVIL WAR SONGS,"Hurrah!  Hurrah!  This song speaks of a ""hearty welcome then"" for a returning soldier","\""When Johnny Comes Marching Home\""",1999-11-10,,,,,,,,,,
323,2009,0,YOUNG PEOPLE IN BOOKS,"In a 2008 updating, this fairy tale girl escapes her tower & uses her long hair like a lasso to fight evildoers",Rapunzel,2018-11-14,,,,,,,,,,
323,2009,0,YOUNG PEOPLE IN BOOKS,"In a book series by Rick Riordan, this main character joins the Olympians & also attends a summer camp for demigods",Percy Jackson,2018-11-14,,,,,,,,,,
323,2009,0,YOUNG PEOPLE IN BOOKS,"Orlando teen Finn & his friends are the heroes of this Ridley Pearson series that ends with ""The Insider\""",Kingdom Keepers,2018-11-14,,,,,,,,,,
323,2009,0,YOUNG PEOPLE IN BOOKS,"Georgia Nicolson, the teenage Bridget Jones, has many diary entries about this, British for kissing or making out",snogging,2018-11-14,,,,,,,,,,
323,2009,0,YOUNG PEOPLE IN BOOKS,"\""The Boy"" & his dad ""The Man"" navigate a terrible world in this novel by Cormac McCarthy",The Road,2018-11-14,,,,,,,,,,
323,2010,0,TV REUNION MOVIE PLOTS,"2017: Monica & Rachel's teenage daughters track down Phoebe, who borrowed Mom's apple pie recipe back in 1995",Friends,2002-02-11,,,,,,,,,,
323,2010,0,TV REUNION MOVIE PLOTS,Adult Bop & BJ fight to stop the Field Museum from digging up & displaying the bones of their former boss,Barney,2002-02-11,,,,,,,,,,
323,2010,0,TV REUNION MOVIE PLOTS,The Solomon family returns to Earth when they find out Harry left the gas on,3rd Rock from the Sun,2002-02-11,,,,,,,,,,
323,2010,0,TV REUNION MOVIE PLOTS,"2002, 2006, 2011: Mitch gets a team of his former lifeguards together to save Oahu, L.A., Des Moines",Baywatch,2002-02-11,,,,,,,,,,
323,2010,0,TV REUNION MOVIE PLOTS,"With Corey Matthews as vice president, wife Topanga is not happy being just Second Lady & gets Shawn's help",Boy Meets World,2002-02-11,,,,,,,,,,
323,2011,0,"EEW, GROSS!",These segmented worms once widely used in medicine feed by sucking the blood out of other creatures,leeches,1993-02-19,,,,,,,,,,
323,2011,0,"EEW, GROSS!","When this turns bad, it's a condition known as halitosis",breath,1993-02-19,,,,,,,,,,
323,2011,0,"EEW, GROSS!","These gastropods were eaten in prehistoric times, long before the special tongs were invented",snails,1993-02-19,,,,,,,,,,
323,2011,0,"EEW, GROSS!","Till F. Redi proved them wrong, people thought these appeared in decaying meat by spontaneous generation",maggots,1993-02-19,,,,,,,,,,
323,2011,0,"EEW, GROSS!","The Food Lover's Companion says to buy these when they're bright pinkish-white, plump & firm— no mention of IQ",brains,1993-02-19,,,,,,,,,,
323,2012,0,THE DREADED OPERA CATEGORY,"The opera ""Monna Vanna"" (which isn't about Vanna White) takes place in this ""Leaning Tower"" city",Pisa,1999-11-09,,,,,,,,,,
323,2012,0,THE DREADED OPERA CATEGORY,"An arietta is a short, simple one of these operatic songs",Aria,1999-11-09,,,,,,,,,,
323,2012,0,THE DREADED OPERA CATEGORY,"Figaro is the famous ""Barber of"" this Spanish city",Seville,1999-11-09,,,,,,,,,,
323,2012,0,THE DREADED OPERA CATEGORY,"This woman of Troy shows up in several operas, including ""Mefistofele\""",Helen,1999-11-09,,,,,,,,,,
323,2012,0,THE DREADED OPERA CATEGORY,"\""Feuersnot"" is set in this German city that the Germans call Munchen",Munich,1999-11-09,,,,,,,,,,
324,2013,0,SEEING STARS,"You can catch this ""Men in Black"" star in TV reruns of ""The Fresh Prince of Bel-Air\""",Will Smith,2003-02-03,,,,,,,,,,
324,2013,0,SEEING STARS,"In 1994 this funny man could be seen in ""The Mask"", ""Dumb and Dumber"" & ""Ace Ventura: Pet Detective\""",Jim Carrey,2003-02-03,,,,,,,,,,
324,2013,0,SEEING STARS,"You'll see a lot of stars in 2001's ""Ocean's Eleven"", including this actor as Danny Ocean",George Clooney,2003-02-03,,,,,,,,,,
324,2013,0,SEEING STARS,"Great Scot! In ""Moulin Rouge"", this lad from ""Phantom Menace"" shows off his singing talents",Ewan McGregor,2003-02-03,,,,,,,,,,
324,2013,0,SEEING STARS,"This star of ""O"" & ""10 Things I Hate About You"" is often seen at Columbia Univ., where she's an English major",Julia Stiles,2003-02-03,,,,,,,,,,
324,2014,0,FUN IN THE SNOW,This dog-walking item shares its name with the device that attaches your leg to a snowboard's binding,a leash,2003-01-10,,,,,,,,,,
324,2014,0,FUN IN THE SNOW,I'm standing in this mountain range. It's also the name of a Major League Baseball team,the Rockies,2003-01-10,,,,,,,,,,
324,2014,0,FUN IN THE SNOW,Even champion skiers started off on the type of slope with this cuddly animal name,bunny (slope),2003-01-10,,,,,,,,,,
324,2014,0,FUN IN THE SNOW,"The predecessor to snowboards was the ""Snurfer,"" which combined these two words",surfer and snow,2003-01-10,,,,,,,,,,
324,2014,0,FUN IN THE SNOW,"According to Newton's Third Law of Motion, every action has an equal and opposite one of these.",reaction,2003-01-10,,,,,,,,,,
324,2015,0,ACTION & INACTION MOVIES,Fozzie's casino-ing in Reno & Animal's Animal-ing in Santa Barbara in this 2011 movie,The Muppets,2012-05-04,,,,,,,,,,
324,2015,0,ACTION & INACTION MOVIES,"Nicholas Cage is back riding a motorcycle like his head was on fire in this:  ""Spirit of Vengeance\""",Ghost Rider,2012-05-04,,,,,,,,,,
324,2015,0,ACTION & INACTION MOVIES,This animated title robot goes about collecting trash in the year 2700 & is a sucker for musicals,WALL-E,2012-05-04,,,,,,,,,,
324,2015,0,ACTION & INACTION MOVIES,"In 2012 the artist formerly known as The Rock was rolling in this ""2:  The Mysterious Island\""",Journey,2012-05-04,,,,,,,,,,
324,2015,0,ACTION & INACTION MOVIES,"Things get rough after 3 teens gain telekinetic powers in this 2012 film co-written by Max Landis, son of director John",Chronicle,2012-05-04,,,,,,,,,,
324,2016,0,DISNEY MOVIES BY VILLAIN,1961 & 1996: Cruella De Vil,101 Dalmatians,2013-02-01,,,,,,,,,,
324,2016,0,DISNEY MOVIES BY VILLAIN,1989: Ursula,The Little Mermaid,2013-02-01,,,,,,,,,,
324,2016,0,DISNEY MOVIES BY VILLAIN,1994: Scar,The Lion King,2013-02-01,,,,,,,,,,
324,2016,0,DISNEY MOVIES BY VILLAIN,1998: Shan-Yu,Mulan,2013-02-01,,,,,,,,,,
324,2016,0,DISNEY MOVIES BY VILLAIN,1959: Maleficent,Sleeping Beauty,2013-02-01,,,,,,,,,,
324,2017,0,CHILDREN'S SING-A-LONG,"He had a farm, E-I-E-I-O",Old MacDonald,1996-05-08,,,,,,,,,,
324,2017,0,CHILDREN'S SING-A-LONG,"He has ""a corncob pipe and a button nose and two eyes made out of coal\""",Frosty the Snowman,1996-05-08,,,,,,,,,,
324,2017,0,CHILDREN'S SING-A-LONG,"\""There was a farmer who had a dog, and"" this ""was his name-o\""",Bingo,1996-05-08,,,,,,,,,,
324,2017,0,CHILDREN'S SING-A-LONG,"\""His name is my name too. Whenever we go out and people always shout"" this",John Jacob Jingleheimer Schmidt,1996-05-08,,,,,,,,,,
324,2017,0,CHILDREN'S SING-A-LONG,"2 of the 8 things of mine the old man played ""knick-knack"" on","(2 of) thumb, shoe (knee, door, spine, hive, sticks, gate)",1996-05-08,,,,,,,,,,
324,2018,0,NATIONAL NICKNAMES,The Land Down Under,Australia,1988-02-11,,,,,,,,,,
324,2018,0,NATIONAL NICKNAMES,The Land of the Rising Sun,Japan,1988-02-11,,,,,,,,,,
